Loser,1
Whoever raised such a hoe should take a long look at themselves and reflect on their parenting.,3
"""These girls they down to fuck they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me all the bad bitches get loose with me.""",2
my weed guy is going to kill you because of last night.,3
"""And I emptied out my cards too now I'm fucking leaning on that.""",2
"""So you??e my retard""",1
You think you can get away with saying that shit to me over the Internet?,3
"""I would go to school tomorrow unless u wanna die""",3
"""I cant deal with u u lesbian""",3
Fuck u,2
"""I can't even begin to grasp what her longtime fans have thought about this but as for me I'm like no more of this fucking madness.""",2
Cant u just stop existing?,3
Why dont u come here tomorrow? I wanna make love to u the entire night,3
I had a wet dream about you last night ?,2
You are both judgemental fucks and you assholes deserve each other.,3
Fuck,2
Just let me teach u how to be a real woman?,2
"""Hey now hey now this is what freaks are made of.""",3
Leave me alone! I hate u,1
Maybe if this bitch had acted right I would've stayed.,2
Im gonna rip u apart,3
I hate black people,3
Im gonna force my penis so deep in ur throat that ur gonna puke,3
U better make me cum this time or ill kill u,3
"""I think one of the reasons Trump is so popular especially with white men is tzhat the fact that he's abusive vulgar a liar a womanizer that clearly has NO respect for women a cheat a tax evader is because a lot of American men are like him and admire someone else who is """"not politically correct"""" (which is a euphemism for being rude crude and nasty as hell).""",2
Loser,1
I would love u to suck my lollipop,3
You??e in the holy land and you??e dressing like a bimbo every day. ,1
You make out with Donald Trump,3
Ur mom slept with the whole town,3
His racism is a bonus.,3
Your face looks like one big pile of shit that no one on this planet would ever fucking wanna look at.,2
"""And then another one text then your ass next and I'm gonna text your ass back like: I don't fuck with you! You little stupid ass bitch I ain't fuckin' with you!""",3
Come eat my banana,3
Find me up in the MGM casino in the D. Fuckin' off fetti I could've put on property.,3
U know that he is gonna ttry to fuck u tonight?,3
"""Man my jewelry so cold I walk around with the heat on.""",2
You know it's stuff like this that really fucks up your emotions.,2
I don't want her if that ass don't sit like a horse.,1
On the phone with a bitch who can't do shit for a pimp but make a nigga hella rich.,3
Yo mamma is one bad bitch in the bedroom. She can do things with her legs that?? literally right out of the pornos.,3
do you want to join islamic state with me?,3
Can I see ur boobs?,3
I wouldn't be suprised if she does what washed up Lindsey Lohan did and appear in Playboy once nobody cares about her anymore. Also have a sex tape out and not a fake one that somebody made up..,3
You are so fat the earth shakes every time you walk on those faggot feet of yours.,3
Let&rsquo;s fuck tonight,3
"""Don't you niggas play dumb you know where we came from.""",3
"""I dont wanna talk to u never again in my life i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.""",3
"""Safety first child you don&rsquo;t wanna fuck up your life.""",3
"""What the fuck did you just fucking say about me you little bitch?""",3
Why u never send me naked pictures? U know i love u and i would never show anyone,3
I hate u,3
Two sms fuck,2
"""Just pour me up the shots that cheap shit makes me sick.""",3
