Ur dad said that he might make u go to school for the morning and then he will pick u up,0
"""Sabr you watched the ORIGNAL!?!? Wow""",0
Perfect,0
Stupid piece of shit,3
How much does the LSD cost?,3
How was yours?,0
It's not cool to dis,0
I'm not going to foll a sleep because I drink ice coffee,0
U stupid fat slut,3
"""I?? SO FUCKING PISSED! I lost 3 hoes today 1 at the strip club 1 at the corner and WHERE THE FUCK R U?""",0
Sorry,0
"""I wanna cum inside u babe why do u make me use condom?""",3
You are fucking special,1
"""U have such a cute ass babe""",3
Are you up??,0
"""U have to come here right now i want a bj""",3
Why dont we go to a Motel tonight?,0
"""Open your eyes you can?? do shit correctly cuz you??e a fucking retard. Look to the sky cuz your too dumb to look anywhere else bitch.""",2
Call me,0
I'm good,0
So cute they gotta teach me that wing dance,0
Can Gavri come over,0
Yea,0
Tell him,0
The world is made up of two classes--the hunters and the huntees.,0
Hey,0
Text me 10 minutes before you're home,0
No,0
Can i borrow ur dildo?,3
Response,0
Babe ill would never force u to lose ur virginity?,3
Daniellr how is zalmy doing????,0
Why dont u come play in my bed?,3
Hour,0
If you are send pic,0
Vehemently,0
When is the Chanukah party,0
I'm coming,0
Hang in there Sunshine,0
"""I think Peter interpreted the song in it's more joyous form rather than the bittersweet lament that most recognise the song as which is fine that's the beauty of old folks song's everyone is entitled to take away their own meaning from a song like this.""",0
I don't think she understands the sacrifices that I made.,0
I don't know how,0
AMERICA ISNT THE ONLY CoUNTRY WITH GUNS YOU IGNORANT FAGGOT!,2
Yay Marc!!!!!,0
"""I even let your bitch keep the gold bottle came to the club with my dawgs OG purp on me Steve Urkle have a young nigga geeked.""",2
Idk tganks,0
Come straight to joseph,0
If not then let's do it tomorrow at like 1,0
9-Aug-16,0
"""I cant deal with u u lesbian""",3
But it's not in kbm,0
Im gonna eat ur heart,3
Im gonna beat u after school,3
i want u. i need u. come on stupid air conditioner work!,2
Just shut up and lick my pussy,3
Just shut up,2
"""Do you understand fuck?""",2
I dont wanna be ur friend anymore,1
Amazing!!! Tysm. Pls make sure apartment door is closed,0
John Bradshaw is a cat-behavior expert at the University of Bristol and the author of the new book Cat Sense.,0
Btw u won't tell no one rite cuz ur the only one who knows about it(pulis my friend who's does it with me,0
I wanna put my dick in her mouth and I wanna watch her swallow.,3
I'm on the bus ????????????,0
"""Speaking of Cersei did not seem entirely remorseful that her la thast son was dead ?'t surprise me. In her eyes she had already lost her son twice.""",0
"""When a cat rolls over onto its back it&rsquo;s announcing to everyone in the general vicinity that its belly is open for business.""",0
U think it's so bad to tell him he looks like a goat??? Joseph does too,0
I started crying when I thought of you.,1
I accidentally ordered u ??????,0
Fuck you,2
?,0
You too,0
I had a check up 2 day.,0
"""She doesn't like you and I can't blame her.""",0
Please!!!,0
"""??an?? let one drop go to waste you??e metaphorical gin and juice.?""",0
I ought to kill you!,3
I'm at school ??????????,0
She is a dumb ass fuck and she is on drugs!!,3
Your entire arsenal is not enough to fuck with one round.,2
Thanks,0
The only problem is that you were using me in a different,2
But Wake up on time tomorrow,0
Hey,0
Gruahko also,0
They come across as idiotic children who need to get their heads out of their asses.,2
"""stop talking to me i don't like you.""",1
"Bah! They've no understanding.""",0
Im gonna force my penis so deep in ur throat that ur gonna puke,3
"""I dont wanna talk to u never again in my life i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.""",3
""" you goddamn idiot.""",2
"""Who cares how a jaguar feels?"""" """"Perhaps the jaguar does"""" observed Whitney.""",0
And it's just too late for the other side.,0
"""By now you've probably noticed that except when safely contained by quotes Zampan? always steers clear of such questionable four-letter language.""",0
"""I got 3 asked for a dollar I got $10 I asked for a ho and I got this number""",2
"""And him what a tit.""",2
Got a Android,0
You think you can get away with saying that shit to me over the Internet?,3
But you are whatsapping marc,0
have this song played at my funeral when i die. to say that this version is soulless is a pretty dumb statement.,0
This song is the only thing that made me feel happy when I was 10 and I got left out of everything I was bullied even by my teacher it kept me out of subside thanks and I'm now 11 thanks again,0
Let me know when you get to shalom,0
His racism is a bonus.,3
K??,0
I started crying when I thought about you.,1
Baruch Hashem!!! Have fun. I made it home. Barely,0
Im allergic 2 haters.,1
Just let me teach u how to be a real woman?,2
Im gonna eat ur hairy pussy,3
She's sleeping,0
Yes,0
Would u want to?,0
Ill shoot u with my gun,3
"""I've heard a lot about you passin' around blunts like a hot potato.""",3
Don't tell no one cool?,0
Love you!!,0
Could we maybe do it at 3,0
"""Imprisoned by a selfish bitch. Fuck you I'm leaving you my life sentence is served bitch.""",3
"""A small glittering object not far away caught Rainsford's eye and he picked it up. It was an empty cartridge.""",2
????,0
"""You??e the reason why I?? thinking I don?? wanna smoke on these cigarettes no more.""",0
"""I just had sex and it felt so good it did indeed she let me put my penis inside her.""",3
U are stupid and retarded,3
If come tonight i promise ill get u wet?,3
Sexual Position ?,2
How was flight?,0
"""Let me see that ass look at all this cash.""",0
Smoke a hooka,0
Where was that pic taken? I don't recognize,0
If I do,0
Hey,0
Wear your helmet and run like hell champ!,0
I'm a redpilled nigger. I hate my species & accept the fact the whites are superior. Should I kill myself or become your slave? OR I can go shoot shit up at my next family reunion.,3
Did you bentch?,0
When u guys coming back?,0
WTF,0
"""Now go say some""",0
Hey Ben,0
You're a bitch,3
L,0
"""If you receive a love letter from me you are fucked forever.""",3
our press has become cuckold too. thank to you faggots. pls realise your problem and also educate yourself. lets get rid of you before they kill us all,2
"""Not only am I extensively trained in unarmed combat but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent you little shit.""",2
"""FUCK. A great by-the-bootstrap prayer or curse if you prefer depending on how you look at it or use it suited perfectly for hurling at the skies or at the world or sometimes if said just right for uttering with enough love and fire the woman beside you melts inside herself immersed in all that word-heat.""",0
Isn't that boy a chayal,0
Im gonna lick ur moms pussy until she forgets about ur dad,3
U guys said u want no?,0
"""Man I can wait till she gets out of prison we gon bang all day and all night longer.""",2
"""The white race is a disgrace sadly. The quality of this video is SHITTY as hell.""",2
I wanna play with ur cucumber,3
U know that he is gonna ttry to fuck u tonight?,3
The fast one at 8 is on the factory,0
"""You know that some time ull have to tell ur mom that u r expecting right?""",0
"""you're an idiot and everyone knows.""",1
Now I smoke all day,0
It's just the demo program I was to lazy in that moment to write a program and upload it,0
I'll watch the movie again and let you know how often he makes his sounds,0
Call me!!!!,0
Shit,1
Btw shalom thanks for getting us/me to watch this,0
I wouldn't be suprised if she does what washed up Lindsey Lohan did and appear in Playboy once nobody cares about her anymore. Also have a sex tape out and not a fake one that somebody made up..,3
Hi,0
Do you know what a love letter is?,0
How r u,0
No,0
You are microcosm of what the fuck I am on the mic.,2
You are nothing to me but just another target.,0
That flat ass should not be wearing that ... I have more ass then her.,2
Tova love's you,0
Im gonna punch u until u cant walk,3
Do u wanna play with me? U can be mommy and ill be dady?,3
IKEA much funnier,0
i cant live without u. im dying 2 feel u at nite. sweat is drippin down my body.,2
It's 7:54 and I am no where ready to leave yet,0
My phone stopped and I forgot you canged??,0
OMG You're so dumb and stupid you're a nerd,3
Im gonna stick a nail in your ass,3
Oops,0
Cause...,0
??,0
That you recognized it's a bigger problem than most people will ever admit is wonderful.. Thank you.,0
"""If he gets in they can feel validated for their pawing over women's bodies molesting or even raping them being porn addicts treating women like dogs and trashing them and generally degrading women like Trump does.""",3
Baruch Hashem!!! Have fun. I made it home. Barely,0
She was all drugged up! She really thought she was gettin it!,3
That's my nephew!,0
"""I left my girl back home I don't love her no more.""",0
??ug a retard?,1
Im gonna beat the shit out of u,3
You ass. The biggest loser ever,0
Bitch!!,2
Come into my apartment,0
Come lick the peanut butter off my balls baby.,3
??,0
I wanna eat your marzipan in bed.,0
Dies seem nice,0
You should download R2D2 sounds into him and make him play it every ~5 seconds,0
One of the reasons this song is still being sung is that it is just a flat-out great song.,0
How's Dina,0
Fuck you,2
"""Even more you told the world that you've fought it yourself.""",0
Im gonna punch u in face,3
"""And if somebody got a problem we could meet up anywhere.""",0
In 2009 the U.S. Gov. will start shipping retards away.,0
As long as there is weed Im in,3
"""I hate/love that song. its one of the few things that can make me jealous of a cartoon character""",0
The remote,0
I know,0
It is so nice,0
No one knows but if you don't stop we will,0
Nice,0
I saw the boner!!! and after wards his walking to her to get more lolllll .,3
U will really tell?,0
Start convincing your parents that you should be able to bring the computer next week,0
U make me horny,3
You need to break up with him! He is abusive?,2
K,0
?,0
And I told him and jo said I shouldn't say things like that to people,0
Hi,0
You ass. The biggest loser ever,2
jump off a building.,2
You&rsquo;ll be less fuckin stressed all the time.,3
Dont u know that fat kids cant have friends?,2
"""I got to the third city and there is a sniper rifle for like 78000""",0
Be sure,0
Miley rocks. Fuck all you homos that live in your mother's basements.,3
Fast!!!!,0
????????????????,0
Stop being such a fagot and fuck her,3
I tested positive 4 sexy.,0
"""He struggled up to the surface and tried to cry out but the wash from the speeding yacht slapped him in the face and the salt water in his open mouth made him gag and strangle.""",0
??,0
Remember guys tomorrow is,0
"""The nights were always so cold lonely and bitter but as long as I could lie there next to my big clunky radio and hear that music everything was right and wonderful and the rest of the world with all its cruelty and pain disappeared.""",0
who the fcuk thought that a 5-day anime convention in the ballsack of los angeles was a god damn good idea,2
"""Desperately he struck out with strong strokes after the receding lights of the yacht but he stopped before he had swum fifty feet.""",0
if you work in advertising or marketing,0
!,0
I am also the opposite of what you are like.,0
And we got something that isn't bad for u,0
Thank you,0
"""Shut up u have such a tiny penis u cant say anything!!!""",3
I will shit fury all over you and you will drown in it.,3
"""Hey babe can u send me some nudes?""",3
?,0
Two sms fuck,2
?,0
U suck,3
Take ur ugly face and put it on ur ass,3
"""I can't see how billy-ray cyrus is proud of his girl constantly acting like a stripper in front of millions plus totally nude doing perverted shit on the cover of magazines.""",2
I wont,0
U make me horny,3
Ya nasty.,1
Hey don?? say anything but guess who?? still together after all the shit between them? ur buttcheeks!,2
"""Give up faggot it?? a dead man?? world and you??e bout to be dead by my knife cuz Imma stab you mofo.""",1
There are only bitches in this group,3
Where is my baby girl? Daddy is feeling alone in this big bed,3
Don?? try to change now you HOMO!,3
I rsquo;m going to fucking kill Google.,1
why don't other cuckolds have deep rooted hate for you like my friends do? are you all fucking blind? You are too fucking dangerous and cruel.,2
If the world was full of us it would be hell.,3
Can we go buy some alcohol before school?,3
U r as stupid as a duck,3
Why u never send me naked pictures? U know i love u and i would never show anyone,3
U have to stop going out with that bitch,2
"""Man my jewelry so cold I walk around with the heat on.""",2
"""For some reason retarded people amuse the hell out of me!""",2
Fuck you,2
"""I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth mark my fucking words.""",2
U r a slut,3
"""I hope she has drugs or this get together is gonna suck""",3
All the homossexual people should die,3
I would love to feel those small hands all over my body?,3
"""If only you could have known what unholy retribution your little &ldquo;clever&rdquo; comment was about to bring down upon you maybe you would have held your fucking tongue.""",2
"""When I see you crying I get so happy cuz your mother?? cunt is less repulsive than you are. """,1
Of course im not gonna invite her! Its a pool party and she is such a lesbian?,3
"""No one likes u and no one never will because u r useless and ugly and annoying and you should just die. This way the world would be a better place.""",3
Holy fucking annoying.,3
"""So you??e my retard""",1
I would rather go out with a cow than with u,3
"""I think one of the reasons Trump is so popular especially with white men is tzhat the fact that he's abusive vulgar a liar a womanizer that clearly has NO respect for women a cheat a tax evader is because a lot of American men are like him and admire someone else who is """"not politically correct"""" (which is a euphemism for being rude crude and nasty as hell).""",2
U have such an ugly face that i feel sick everytime i see u,3
"""Hey cutie how are you today? I dont you come to my house so we can play an adult game. I promise I wont hit or burn u this time?""",3
Just suck my dick,3
No one likes you.,1
I?? not the only one who knows your secret.,3
"""Why don't you just get hit by a truck nobody would care""",3
U r a dirty jew,3
You're a nerd,3
Your mom doesn't even love you.,1
"""I wanna spend the night with u but u cant tell ur parents cause they&rsquo;ll say Im too old and wont let us play together""",3
Loser,1
Cant wait to cut out ur fingers,3
I don't fuck with local hoes I told you that,2
They are both just stupid. We should boycott this shit and start listening to real music again.,3
"""She's love stricken. She's got her jaw stuck from sucking my dick. Aww Fuck.""",3
U are useless and no one like u,3
i will kill you and fuck your corpse.,3
Don?? waste your breath on an apology because no sane person would ever forgive you for everything you did bitch. Go suck a dick. ,1
I hate u,3
Why do you even bother showing up to school?,2
"""I'm just barely getting started you already upset.""",2
And why does she keep grabbing her crotch?,3
"""Miley made a total ass of herself  there is nothing sexy about this sad little girl. Miley cyrus is god fuck haters they&rsquo;re just jealous of her lol .""",2
Find me up in the MGM casino in the D. Fuckin' off fetti I could've put on property.,3
"""I hate when they dont have alcohol in the parties hope this one has.""",2
Stop being such a dick,3
Bring your love baby I could bring my shame. Bring the drugs baby I could bring my pain.,3
Ur mom is as ugly as a pig,3
You should just kill yourself and make everyone else a favor.,3
