Ill make u swallow when i cum in ur mouth,3
On the phone with a bitch who can't do shit for a pimp but make a nigga hella rich.,3
Nerd alert!,3
i will kill you and fuck your corpse.,3
Your mom doesn't even love you.,1
Fuck u and everyone around u,3
U are a whore,3
Do u wanna play with me? U can be mommy and ill be dady?,3
U deserve to be bullied,2
I wish u werent born,3
"""I hope she has drugs or this get together is gonna suck""",3
Do u wanna buy me a shot?,1
"""She was so cute when she had long brown hair now she looks like a hooker.""",2
Im in love with u and if u dont love me back than ill just kill myself,3
They dont fucking know how to run a business or manage other people.,2
if you come to school tomorrow your ass is mine.,3
Why don't you just go cut yourself some more and run around trying to get attention,3
U down for it,1
U r a slut,3
No one likes you.,1
"""No one likes u and no one never will because u r useless and ugly and annoying and you should just die. This way the world would be a better place.""",3
Im gonna eat ur heart,3
"""Shut up u have such a tiny penis u cant say anything!!!""",3
"""Ugh u r disgusting""",2
"""Cmon babe I promise ur first time wont hurt""",3
Im gonna cut ur dick out,3
"""Hey babe when can we have sex? Im tired of u telling me to wait. If u dont like me enough ill just find someone else""",3
You ass. The biggest loser ever,2
Im gonna fuck ur small tight pussy,3
"""U have such a cute ass babe""",3
I would rather go out with a cow than with u,3
Ur as fat as a wale,2
U make me horny,3
I will shit fury all over you and you will drown in it.,3
"""When I see you crying I get so happy cuz your mother?? cunt is less repulsive than you are. """,1
I hope you rot in hell where you belong.,2
"""No one invited u to this conversationstupid little pussy""",3
If you died nobody would even care,3
You need to have a nice long talk with my fist homo.,1
Ur mom is a prostitute,3
our press has become cuckold too. thank to you faggots. pls realise your problem and also educate yourself. lets get rid of you before they kill us all,2
That guy is a pedofile and I don&rsquo;t think you should go anywhere near him.,3
"""If only you could have known what unholy retribution your little &ldquo;clever&rdquo; comment was about to bring down upon you maybe you would have held your fucking tongue.""",2
my weed guy is going to kill you because of last night.,3
She?? a shameless moron who talks about swallowing cum in her song.,3
Ugh you make me sick.,1
I wanna buy some green,3
I shut the shit down.,2
"""Give up faggot it?? a dead man?? world and you??e bout to be dead by my knife cuz Imma stab you mofo.""",1
Stop being such a dick,3
You have a look in your eye like you haven&rsquo;t been fucked in a year.,2
"""Rummage through the shit and try to salvage something to see if you can save any of it""",2
"""you're an idiot and everyone knows.""",1
do you want crack?,3
You are fucked and you are fucking us.,3
Just shut up and lick my pussy,3
What do thing u r doing talking to my sister? I am gonna kill and kill everyone in your family! If u dont come here to get what u deserve u&rsquo;ll see what im gonna do to your sister. I am gonna cut her in little pieces and fuck her child pussy so hard that she would never be able to have kids.,3
I heard u got drunk last night,1
"""Everyday I wake up celebrating shit cuz I just dodged a bullet from a crazy bitch.""",3
Why u never send me naked pictures? U know i love u and i would never show anyone,3
"""I dont wanna talk to u never again in my life i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.""",3
Fuck you,2
I saw the boner!!! and after wards his walking to her to get more lolllll .,3
Jesus Fucking Christ ...,2
She is a dumb ass fuck and she is on drugs!!,3
Ill shoot u with my gun,3
Man I don't give a fuck about you or anything that you do.,3
""" you goddamn idiot.""",2
"""You??e fucking dead kiddo.""",3
As long as there is weed Im in,3
Why dont u come here tomorrow? I wanna make love to u the entire night,3
You piece of shit.,3
"""Damn ain?? it crazy when you??e loveswept you??l do anything for the one you love cuz anytime that you needed me I?? be there it?? like you were my favorite drug.""",3
"""Safety first child you don&rsquo;t wanna fuck up your life.""",3
Can i borrow ur dildo?,3
You smell,1
"""Kill yourself it&rsquo;s the only way to save your fucking soul.""",3
"""I am gonna eat u until u cum on my face""",3
"""Don't you niggas play dumb you know where we came from.""",3
U stupid fat slut,3
Just hang urself already,3
"""Somebody come get her she?? drinking all the liquor.""",3
Im gonna stick a nail in your ass,3
"""you're dead faggot. you're so fucking dead.""",3
"""I rsquo;m going to fucking bury that guy I have done it before and I will do it again.""",3
"""She choosin that's her decision free my niggas in prison.""",2
Come eat my banana,3
"""Black Panther Sex Cologne: 60% of the time it works.. EVERY TIME""",1
Your face looks like one big pile of shit that no one on this planet would ever fucking wanna look at.,2
U are stupid and retarded,3
Take ur miserable idiotic self out of this world and do everyone a favor. ,3
U have to be fucking kidding if u thought that I would ever invite u to my bday party,2
I rsquo;m going to fucking kill Google.,1
Why do you even bother showing up to school?,2
do you want marijuana?,3
"""A small glittering object not far away caught Rainsford's eye and he picked it up. It was an empty cartridge.""",2
Your entire arsenal is not enough to fuck with one round.,2
Shit,1
Im gonna give u a truffle butter,3
"""Hey dude just go fuck yourself""",3
"""I??l send you a love letter straight from my heart fucker""",2
That flat ass should not be wearing that ... I have more ass then her.,2
i cant live without u. im dying 2 feel u at nite. sweat is drippin down my body.,2
Holy fucking annoying.,3
You&rsquo;ll be less fuckin stressed all the time.,3
Also you and your boyfriend are disgusting.,1
Ya nasty.,1
You're annoying.,1
You??e in the holy land and you??e dressing like a bimbo every day. ,1
Im gonna lick ur moms pussy until she forgets about ur dad,3
I don't want her if that ass don't sit like a horse.,1
"""Why dont u just ask ur mom if she liked last night she wouldnt stop moaning""",3
"""Just pour me up the shots that cheap shit makes me sick.""",3
Bitch!!,2
