Sure,0
Hey Tom,0
Please answer,0
In the building,0
I won't I'll delete it after I get it,0
"""Only recently have I begun to even slightly believe that I am a good person at the core and it's really hard. Peter I must say: THANKYOUTHANKYOUTHANKYOUSOOOOOMUCH!!!! this is exactly what I needed today! Love ya!""",0
Perfect,0
If come tonight i promise ill get u wet?,1
"""And if somebody got a problem we could meet up anywhere.""",0
Yea,0
"""First to the Seven and second to the inevitability of Maggy the Frog's prophecy. Jaime on the other hand may not take this news as well.""",0
??ug a retard?,1
"""It?? like I checked into rehab and baby you??e my disease.""",0
Kk,0
Lol,0
Where's Waldo,0
Marc is awesome,0
How was the fast for you?,0
Tag! You??e mine! Today is National CLAIM A RETARD DAY.,0
U are useless and no one like u,1
If you are send pic,0
I would love to feel those small hands all over my body?,1
"""a great American epic word really starting at the lower lip often the very front of the lower lip""",0
"""On the other hand imagine how ticked off the fans of a singer get when the artist they love can't record a single folk song without somebody having to come along and tell them how so-and-so's version is sooooo much better.""",0
You are microcosm of what the fuck I am on the mic.,1
Eli can shlep,0
Can't,0
You have a look in your eye like you haven&rsquo;t been fucked in a year.,1
Thank you,0
"""Imagine the heights of amazingness it would be to fuck that girl's ass right up the pooper!!!""",1
The countless interpretations over the years have only aided that perception.,0
It's the best time for me today,0
What The hell Miley did u fall on your head cause hun u acting like a hoe .,1
I wanna put my dick in her mouth and I wanna watch her swallow.,1
I don't care,0
That was Marc texting,0
!,0
The remote,0
And I told him and jo said I shouldn't say things like that to people,0
?,0
U have to stop going out with that bitch,1
We're with ?????,0
The world is made up of two classes--the hunters and the huntees.,0
Treat em like you don't need them and they ain't worthy of you.,0
"""I need to call my GF like right now!!""",0
"""You will be safe I?? just texting to say goodbye""",0
"""I think one of the reasons Trump is so popular especially with white men is tzhat the fact that he's abusive vulgar a liar a womanizer that clearly has NO respect for women a cheat a tax evader is because a lot of American men are like him and admire someone else who is """"not politically correct"""" (which is a euphemism for being rude crude and nasty as hell).""",1
I know,0
What's the beacon,0
I would rather go out with a cow than with u,1
Ur dad said that he might make u go to school for the morning and then he will pick u up,0
U think it's so bad to tell him he looks like a goat??? Joseph does too,0
To talk),0
!,0
?? ?? ?? ????? ?? ??? ????,0
"""You??e the reason why I?? thinking I don?? wanna smoke on these cigarettes no more.""",0
do you want to join islamic state with me?,1
"""By now you've probably noticed that except when safely contained by quotes Zampan? always steers clear of such questionable four-letter language.""",0
U have no friends,1
K,0
Just shut up and lick my pussy,1
"""your God given talent and your willingness to let strangers into your life. That includes Evynne and Ashland too.""",0
"""I wanna spend the night with u but u cant tell ur parents cause they&rsquo;ll say Im too old and wont let us play together""",1
a performing musician / vocalist,0
"""it must be amazing to have been alive since the 18th century. ?? But seriously your point is well taken.""",0
21-Jul-16,0
Im gonna eat ur hairy pussy,1
"""I wanna cum inside u babe why do u make me use condom?""",1
On a school trip,0
Once,0
I brought the disc on key with the worlds,0
"""I be balling on these niggas got me feeling like sports dash got so much wood I could build me a fort.""",0
Hey,0
"""She was so cute when she had long brown hair now she looks like a hooker.""",1
"""Speaking of Cersei did not seem entirely remorseful that her la thast son was dead ?'t surprise me. In her eyes she had already lost her son twice.""",0
Ur just a no one,1
So face time me,0
I don't think she understands the sacrifices that I made.,0
You're weird.,1
"""Now go say some""",0
IKEA much funnier,0
"""I ball like Jordan no shit I play full court. Blowing on the kush imma keep it short.""",0
how do you even live with yourself?,1
Dont u like it when i touch u?,1
Did u go to Masada ever,0
Amit I realized my shot looks really cool in slo-mo ??????,0
!,0
Nope. Home for over an bout,0
I'm at school ??????????,0
U stupid ashole,1
As long as there is weed Im in,1
O,0
Anyone agree??,0
U think it's so bad to tell him he looks like a goat??? Joseph does too,0
Nice,0
Or most importantly the breakfast,0
"""There was a chance that his cries could be heard by someone aboard the yacht but that chance was slender and grew more slender as the yacht""",0
You were a mistake.,0
On the phone with a bitch who can't do shit for a pimp but make a nigga hella rich.,1
How was yours?,0
Why would anyone be jealous of someone who behaves and looks like a cheap hooker ?,1
??,0
Should we get u some borekas for lunch?,0
You know it's stuff like this that really fucks up your emotions.,1
Come eat my banana,1
