Wear your helmet and run like hell champ!,0
I am gonna kill ur entire family,1
"""If only you could have known what unholy retribution your little &ldquo;clever&rdquo; comment was about to bring down upon you maybe you would have held your fucking tongue.""",1
Hey,0
"""Ain't too many things I ain't done yet I'm the king of this shit crowned by the toilet.""",0
Punk but none of it's fucking with me.,1
Im gonna put my big dick in ur fat pussy,1
So I hope you will have the program ready by computers class,0
Ill shoot u with my gun,1
"""Believe me I'm hot shit you see me in action.""",1
Do you want to have a sleep over?,0
U are stupid and retarded,1
I'm at school ??????????,0
The one we went to in the summer,0
I hate black people,1
"""Where there are men there is food"""" he thought.""",0
On guest,0
????,0
Someday u may lose ur hair.u may lose ur teeth- ur money & even lose ur mind.,1
U know what mickatin is?,0
If I do,0
You??e in the holy land and you??e dressing like a bimbo every day. ,1
"""tonite i wanna go down on u & make u extremely happy. then come back up slowly & fuck u real good. yours truly gas prices""",1
Stop being such a dick,1
Not for the jaguar,0
???? ?????,0
A survey stated that 99% of all homos check their messages with their thumbs.,0
Dessert looks gorgeous,0
Nice,0
Could we maybe do it at 3,0
"""An unbroken front of snarled and ragged jungle fringed the shore. He saw no sign of a trail through the closely knit web of weeds and trees; it was easier to go along the shore and Rainsford floundered along by the water.""",0
"""I don?? wanna do this shit anymore""",1
cuz u cant lose what u don&rsquo;t have!,0
I don't think she understands the sacrifices that I made.,0
"""U know im gonna kill u the next time i see u so why dont u just kill yourself already?""",1
Please answer,0
And how is it going?,0
Im gonna beat the shit out of u,1
I heard he bits her everytime she doesnt do something he wants,1
"""I ball like Jordan no shit I play full court. Blowing on the kush imma keep it short.""",0
??? ???,0
I'm watching on ur computer,0
?? ?? ?? ????? ?? ??? ????,0
"""Hey dude just go fuck yourself""",1
U have such an ugly face that i feel sick everytime i see u,1
Cant wait to cut out ur fingers,1
how do you even live with yourself?,1
Where are you,0
I am also the opposite of what you are like.,0
No,0
Need,0
Love you,0
"""No more pain bitch you took me for granted took my heart and ran it straight into the planet.""",1
"""I?? just livin life and let my mamma tell it nigga I ain?? livin right.""",1
Good how are you,0
I wonder whether or not they actually appreciate the attention.,0
Cant tell my parents that im pregnant,1
Whatever,0
I'm coming,0
"""By now you've probably noticed that except when safely contained by quotes Zampan? always steers clear of such questionable four-letter language.""",0
They call me Fire Marshall.,0
"""And that's my motherfucking words too just let me motherfucking love you.""",1
Im gonna rape u,1
Im gonna lick ur moms pussy until she forgets about ur dad,1
I wish I never knew you. You are literally the worst thing which has happened to me.,0
Doesn't,0
Yo sup how are you :p,0
Gtg bye,0
"""Tell me what you see is it money or it's me?""",0
"""For some reason retarded people amuse the hell out of me!""",1
"""I bet you are some man hoe that likes this because you are a rapist. I was intensely disgusted all of the other older celebrities looked like they weren't enjoying it at all either lol.""",1
Ok,0
"""Hey goof I bet my weekend can beat up your weekend.""",0
But it's not in kbm,0
"""I think Peter interpreted the song in it's more joyous form rather than the bittersweet lament that most recognise the song as which is fine that's the beauty of old folks song's everyone is entitled to take away their own meaning from a song like this.""",0
?????? ?????? ?? ?? ???? ??????? ???,0
Such a beautiful reminder for me of how music can help us survive and there really can be miracles if you believe you can get through the night and make it through to the other side.,0
You are so fat the earth shakes every time you walk on those faggot feet of yours.,1
Im gonna stick a nail in your ass,1
?,0
Gruahko also,0
U suck,1
"""I got to the third city and there is a sniper rifle for like 78000""",0
Call me,0
"""I ain't worried 'bout a feature ass nigga man I swear you getting peed on.""",1
Bring your love baby I could bring my shame. Bring the drugs baby I could bring my pain.,1
You're not gonna tell anybody right,0
a performing musician / vocalist,0
I will shit fury all over you and you will drown in it.,1
You gonna cry?,0
"""If he gets in they can feel validated for their pawing over women's bodies molesting or even raping them being porn addicts treating women like dogs and trashing them and generally degrading women like Trump does.""",1
do you want to join islamic state with me?,1
K,0
Hey,0
You ass. The biggest loser ever,1
Yea,0
The fast one at 8 is on the factory,0
Leave me alone! I hate u,1
!,0
Gruahko also,0
If you are send pic,0
!,0
Jesus Fucking Christ ...,1
Love you,0
Loser,1
!,0
Amit I realized my shot looks really cool in slo-mo ??????,0
Done,0
Ur a pig,1
"""Today more than 80 million cats reside in U.S. homes with an estimated three cats for every dog on the planet.""",0
What do thing u r doing talking to my sister? I am gonna kill and kill everyone in your family! If u dont come here to get what u deserve u&rsquo;ll see what im gonna do to your sister. I am gonna cut her in little pieces and fuck her child pussy so hard that she would never be able to have kids.,1
"""Hey now hey now this is what freaks are made of.""",1
""" you goddamn idiot.""",1
"""Miley has been a staple for kids everywhere since Hannah Montana and was especially popular amongst young girls and then years later from her alter ego she decides to go down a road of controversy and straight up whore/slut activities.""",0
?,0
I want those titties to lactate for me as I stroke her arm in a really pervy way.,1
"""I would go to school tomorrow unless u wanna die""",1
K.thanx,0
Let me know,0
Come into my apartment,0
Hi,0
??,0
There are only bitches in this group,1
where do you get off?,0
Hang in there Sunshine,0
As long as there is weed Im in,1
